Majority protein IDs	protein_ID
XP_020944517.1;XP_020944516.1;XP_020944515.1;XP_020944518.1;XP_020944509.1;XP_020944514.1;XP_020944513.1;XP_020944511.1;XP_020944510.1;XP_020944507.1;XP_020944506.1;XP_020944505.1;XP_020944504.1;XP_020944508.1;XP_020944502.1;XP_020944501.1;XP_020944503.1;XP_020944499.1;XP_020944498.1;XP_020944497.1;XP_020944495.1;XP_020944494.1;XP_020944493.1;XP_020944492.1;XP_020944500.1;XP_020944491.1;XP_020944490.1;XP_020944496.1;XP_020944489.1;XP_020944512.1;XP_020944488.1;XP_020944487.1;XP_020944486.1;XP_020944485.1;XP_020944484.1;XP_020944483.1;XP_020944482.1;XP_020944481.1;XP_020944480.1;XP_020944479.1	XP_020944518.1
XP_020944517.1;XP_020944516.1;XP_020944515.1;XP_020944518.1;XP_020944509.1;XP_020944514.1;XP_020944513.1;XP_020944511.1;XP_020944510.1;XP_020944507.1;XP_020944506.1;XP_020944505.1;XP_020944504.1;XP_020944508.1;XP_020944502.1;XP_020944501.1;XP_020944503.1;XP_020944499.1;XP_020944498.1;XP_020944497.1;XP_020944495.1;XP_020944494.1;XP_020944493.1;XP_020944492.1;XP_020944500.1;XP_020944491.1;XP_020944490.1;XP_020944496.1;XP_020944489.1;XP_020944512.1;XP_020944488.1;XP_020944487.1;XP_020944486.1;XP_020944485.1;XP_020944484.1;XP_020944483.1;XP_020944482.1;XP_020944481.1;XP_020944480.1;XP_020944479.1	XP_020944514.1
XP_020944534.1	XP_020944534.1
XP_020944561.1;XP_020944560.1;XP_020944559.1;XP_020944558.1;XP_020944557.1	XP_020944561.1
XP_020944561.1;XP_020944560.1;XP_020944559.1;XP_020944558.1;XP_020944557.1	XP_020944560.1
XP_020944561.1;XP_020944560.1;XP_020944559.1;XP_020944558.1;XP_020944557.1	XP_020944559.1
XP_020944561.1;XP_020944560.1;XP_020944559.1;XP_020944558.1;XP_020944557.1	XP_020944558.1
XP_020944561.1;XP_020944560.1;XP_020944559.1;XP_020944558.1;XP_020944557.1	XP_020944557.1
XP_020944591.1;XP_020944590.1	XP_020944591.1
XP_020944591.1;XP_020944590.1	XP_020944590.1
XP_020944640.1	XP_020944640.1
XP_020944683.1;XP_020944682.1;XP_020944681.1;XP_020944680.1;XP_020944679.1;XP_020944678.1;XP_020944677.1;XP_020944676.1;XP_020944675.1;XP_020944674.1	XP_020944683.1
XP_020944683.1;XP_020944682.1;XP_020944681.1;XP_020944680.1;XP_020944679.1;XP_020944678.1;XP_020944677.1;XP_020944676.1;XP_020944675.1;XP_020944674.1	XP_020944682.1
XP_020944683.1;XP_020944682.1;XP_020944681.1;XP_020944680.1;XP_020944679.1;XP_020944678.1;XP_020944677.1;XP_020944676.1;XP_020944675.1;XP_020944674.1	XP_020944681.1
XP_020944683.1;XP_020944682.1;XP_020944681.1;XP_020944680.1;XP_020944679.1;XP_020944678.1;XP_020944677.1;XP_020944676.1;XP_020944675.1;XP_020944674.1	XP_020944680.1
XP_020944683.1;XP_020944682.1;XP_020944681.1;XP_020944680.1;XP_020944679.1;XP_020944678.1;XP_020944677.1;XP_020944676.1;XP_020944675.1;XP_020944674.1	XP_020944679.1
XP_020944686.1	XP_020944686.1
XP_020944728.1;XP_020944727.1;XP_020944726.1;XP_020944725.1	XP_020944728.1
XP_020944728.1;XP_020944727.1;XP_020944726.1;XP_020944725.1	XP_020944727.1
XP_020944728.1;XP_020944727.1;XP_020944726.1;XP_020944725.1	XP_020944726.1
XP_020944728.1;XP_020944727.1;XP_020944726.1;XP_020944725.1	XP_020944725.1
XP_020944894.1	XP_020944894.1
XP_020944990.1;XP_020944988.1;XP_020944987.1;XP_020944986.1;XP_020944985.1;XP_020944982.1;XP_020944977.1;XP_020944975.1;XP_020944992.1;XP_020944991.1;XP_020944989.1;XP_020944984.1;XP_020944983.1;XP_020944981.1;XP_020944980.1;XP_020944979.1;XP_020944978.1;XP_020944976.1;XP_020944974.1	XP_020944990.1
XP_020944990.1;XP_020944988.1;XP_020944987.1;XP_020944986.1;XP_020944985.1;XP_020944982.1;XP_020944977.1;XP_020944975.1;XP_020944992.1;XP_020944991.1;XP_020944989.1;XP_020944984.1;XP_020944983.1;XP_020944981.1;XP_020944980.1;XP_020944979.1;XP_020944978.1;XP_020944976.1;XP_020944974.1	XP_020944988.1
XP_020944990.1;XP_020944988.1;XP_020944987.1;XP_020944986.1;XP_020944985.1;XP_020944982.1;XP_020944977.1;XP_020944975.1;XP_020944992.1;XP_020944991.1;XP_020944989.1;XP_020944984.1;XP_020944983.1;XP_020944981.1;XP_020944980.1;XP_020944979.1;XP_020944978.1;XP_020944976.1;XP_020944974.1	XP_020944992.1
XP_020944990.1;XP_020944988.1;XP_020944987.1;XP_020944986.1;XP_020944985.1;XP_020944982.1;XP_020944977.1;XP_020944975.1;XP_020944992.1;XP_020944991.1;XP_020944989.1;XP_020944984.1;XP_020944983.1;XP_020944981.1;XP_020944980.1;XP_020944979.1;XP_020944978.1;XP_020944976.1;XP_020944974.1	XP_020944991.1
XP_020944990.1;XP_020944988.1;XP_020944987.1;XP_020944986.1;XP_020944985.1;XP_020944982.1;XP_020944977.1;XP_020944975.1;XP_020944992.1;XP_020944991.1;XP_020944989.1;XP_020944984.1;XP_020944983.1;XP_020944981.1;XP_020944980.1;XP_020944979.1;XP_020944978.1;XP_020944976.1;XP_020944974.1	XP_020944989.1
XP_020945028.1	XP_020945028.1
XP_020945081.1;XP_020945079.1;XP_020945078.1;XP_020945080.1	XP_020945081.1
XP_020945081.1;XP_020945079.1;XP_020945078.1;XP_020945080.1	XP_020945079.1
XP_020945081.1;XP_020945079.1;XP_020945078.1;XP_020945080.1	XP_020945078.1
XP_020945081.1;XP_020945079.1;XP_020945078.1;XP_020945080.1	XP_020945080.1
XP_020945342.1;XP_020945338.1;XP_020945335.1;XP_020945352.1;XP_020945329.1;XP_020945361.1;XP_020945349.1	XP_020945342.1
XP_020945342.1;XP_020945338.1;XP_020945335.1;XP_020945352.1;XP_020945329.1;XP_020945361.1;XP_020945349.1	XP_020945338.1
XP_020945342.1;XP_020945338.1;XP_020945335.1;XP_020945352.1;XP_020945329.1;XP_020945361.1;XP_020945349.1	XP_020945352.1
XP_020945342.1;XP_020945338.1;XP_020945335.1;XP_020945352.1;XP_020945329.1;XP_020945361.1;XP_020945349.1	XP_020945361.1
XP_020945342.1;XP_020945338.1;XP_020945335.1;XP_020945352.1;XP_020945329.1;XP_020945361.1;XP_020945349.1	XP_020945349.1
XP_020945400.1;XP_020945399.1;XP_020945398.1	XP_020945400.1
XP_020945400.1;XP_020945399.1;XP_020945398.1	XP_020945399.1
XP_020945400.1;XP_020945399.1;XP_020945398.1	XP_020945398.1
XP_020945465.1	XP_020945465.1
XP_020945467.1;XP_020945466.1	XP_020945467.1
XP_020945467.1;XP_020945466.1	XP_020945466.1
XP_020945470.1;XP_020945469.1;XP_020945468.1	XP_020945470.1
XP_020945470.1;XP_020945469.1;XP_020945468.1	XP_020945469.1
XP_020945470.1;XP_020945469.1;XP_020945468.1	XP_020945468.1
XP_020945552.1	XP_020945552.1
XP_020945568.1;XP_020945567.1;XP_020945566.1;XP_020945565.1;XP_020945564.1;XP_020945570.1;XP_020945569.1	XP_020945568.1
XP_020945568.1;XP_020945567.1;XP_020945566.1;XP_020945565.1;XP_020945564.1;XP_020945570.1;XP_020945569.1	XP_020945567.1
XP_020945568.1;XP_020945567.1;XP_020945566.1;XP_020945565.1;XP_020945564.1;XP_020945570.1;XP_020945569.1	XP_020945566.1
XP_020945568.1;XP_020945567.1;XP_020945566.1;XP_020945565.1;XP_020945564.1;XP_020945570.1;XP_020945569.1	XP_020945570.1
XP_020945568.1;XP_020945567.1;XP_020945566.1;XP_020945565.1;XP_020945564.1;XP_020945570.1;XP_020945569.1	XP_020945569.1
XP_020945581.1;XP_020945580.1;XP_020945579.1;XP_020945578.1	XP_020945581.1
XP_020945581.1;XP_020945580.1;XP_020945579.1;XP_020945578.1	XP_020945580.1
XP_020945581.1;XP_020945580.1;XP_020945579.1;XP_020945578.1	XP_020945579.1
XP_020945581.1;XP_020945580.1;XP_020945579.1;XP_020945578.1	XP_020945578.1
XP_020945718.1;XP_020945719.1;XP_020945717.1	XP_020945718.1
XP_020945718.1;XP_020945719.1;XP_020945717.1	XP_020945719.1
XP_020945718.1;XP_020945719.1;XP_020945717.1	XP_020945717.1
XP_020945720.1	XP_020945720.1
XP_020945765.1	XP_020945765.1
XP_020945963.1;XP_020945957.1	XP_020945963.1
XP_020945963.1;XP_020945957.1	XP_020945957.1
XP_020946001.1;XP_020946004.1;XP_020946003.1;XP_013835960.2;XP_020946002.1	XP_020946001.1
XP_020946001.1;XP_020946004.1;XP_020946003.1;XP_013835960.2;XP_020946002.1	XP_020946004.1
XP_020946001.1;XP_020946004.1;XP_020946003.1;XP_013835960.2;XP_020946002.1	XP_020946003.1
XP_020946001.1;XP_020946004.1;XP_020946003.1;XP_013835960.2;XP_020946002.1	XP_013835960.2
XP_020946001.1;XP_020946004.1;XP_020946003.1;XP_013835960.2;XP_020946002.1	XP_020946002.1
XP_020946052.1;XP_020946051.1;XP_020946050.1;XP_020946049.1;XP_020946048.1;XP_020946047.1;XP_020946046.1;XP_020946045.1;XP_020946044.1;XP_020946037.1;XP_020946043.1;XP_020946035.1;XP_020946042.1;XP_020946041.1;XP_020946040.1;XP_020946034.1;XP_020946039.1;XP_020946033.1;XP_020946038.1;XP_020946036.1;XP_020946024.1;XP_020946023.1;XP_020946022.1;XP_020946032.1;XP_020946031.1;XP_020946030.1;XP_020946029.1;XP_020946028.1;XP_020946027.1;XP_020946026.1	XP_020946052.1
XP_020946052.1;XP_020946051.1;XP_020946050.1;XP_020946049.1;XP_020946048.1;XP_020946047.1;XP_020946046.1;XP_020946045.1;XP_020946044.1;XP_020946037.1;XP_020946043.1;XP_020946035.1;XP_020946042.1;XP_020946041.1;XP_020946040.1;XP_020946034.1;XP_020946039.1;XP_020946033.1;XP_020946038.1;XP_020946036.1;XP_020946024.1;XP_020946023.1;XP_020946022.1;XP_020946032.1;XP_020946031.1;XP_020946030.1;XP_020946029.1;XP_020946028.1;XP_020946027.1;XP_020946026.1	XP_020946051.1
XP_020946052.1;XP_020946051.1;XP_020946050.1;XP_020946049.1;XP_020946048.1;XP_020946047.1;XP_020946046.1;XP_020946045.1;XP_020946044.1;XP_020946037.1;XP_020946043.1;XP_020946035.1;XP_020946042.1;XP_020946041.1;XP_020946040.1;XP_020946034.1;XP_020946039.1;XP_020946033.1;XP_020946038.1;XP_020946036.1;XP_020946024.1;XP_020946023.1;XP_020946022.1;XP_020946032.1;XP_020946031.1;XP_020946030.1;XP_020946029.1;XP_020946028.1;XP_020946027.1;XP_020946026.1	XP_020946050.1
XP_020946052.1;XP_020946051.1;XP_020946050.1;XP_020946049.1;XP_020946048.1;XP_020946047.1;XP_020946046.1;XP_020946045.1;XP_020946044.1;XP_020946037.1;XP_020946043.1;XP_020946035.1;XP_020946042.1;XP_020946041.1;XP_020946040.1;XP_020946034.1;XP_020946039.1;XP_020946033.1;XP_020946038.1;XP_020946036.1;XP_020946024.1;XP_020946023.1;XP_020946022.1;XP_020946032.1;XP_020946031.1;XP_020946030.1;XP_020946029.1;XP_020946028.1;XP_020946027.1;XP_020946026.1	XP_020946049.1
XP_020946052.1;XP_020946051.1;XP_020946050.1;XP_020946049.1;XP_020946048.1;XP_020946047.1;XP_020946046.1;XP_020946045.1;XP_020946044.1;XP_020946037.1;XP_020946043.1;XP_020946035.1;XP_020946042.1;XP_020946041.1;XP_020946040.1;XP_020946034.1;XP_020946039.1;XP_020946033.1;XP_020946038.1;XP_020946036.1;XP_020946024.1;XP_020946023.1;XP_020946022.1;XP_020946032.1;XP_020946031.1;XP_020946030.1;XP_020946029.1;XP_020946028.1;XP_020946027.1;XP_020946026.1	XP_020946048.1
XP_020946053.1	XP_020946053.1
XP_020946096.1;XP_020946104.1;XP_020946095.1;XP_020946103.1;XP_020946102.1;XP_020946101.1;XP_020946100.1;XP_020946099.1;XP_020946098.1;XP_020946097.1	XP_020946104.1
XP_020946096.1;XP_020946104.1;XP_020946095.1;XP_020946103.1;XP_020946102.1;XP_020946101.1;XP_020946100.1;XP_020946099.1;XP_020946098.1;XP_020946097.1	XP_020946103.1
XP_020946096.1;XP_020946104.1;XP_020946095.1;XP_020946103.1;XP_020946102.1;XP_020946101.1;XP_020946100.1;XP_020946099.1;XP_020946098.1;XP_020946097.1	XP_020946102.1
XP_020946096.1;XP_020946104.1;XP_020946095.1;XP_020946103.1;XP_020946102.1;XP_020946101.1;XP_020946100.1;XP_020946099.1;XP_020946098.1;XP_020946097.1	XP_020946101.1
XP_020946096.1;XP_020946104.1;XP_020946095.1;XP_020946103.1;XP_020946102.1;XP_020946101.1;XP_020946100.1;XP_020946099.1;XP_020946098.1;XP_020946097.1	XP_020946100.1
XP_020946119.1;XP_020946118.1;XP_020946117.1	XP_020946119.1
XP_020946119.1;XP_020946118.1;XP_020946117.1	XP_020946118.1
XP_020946119.1;XP_020946118.1;XP_020946117.1	XP_020946117.1
XP_020946125.1;XP_020946124.1	XP_020946125.1
XP_020946125.1;XP_020946124.1	XP_020946124.1
XP_020946130.1;XP_020946128.1;XP_020946127.1;XP_020946126.1	XP_020946130.1
XP_020946130.1;XP_020946128.1;XP_020946127.1;XP_020946126.1	XP_020946128.1
XP_020946130.1;XP_020946128.1;XP_020946127.1;XP_020946126.1	XP_020946127.1
XP_020946130.1;XP_020946128.1;XP_020946127.1;XP_020946126.1	XP_020946126.1
XP_020946189.1;XP_020946188.1;XP_020946186.1;XP_020946190.1;XP_020946187.1	XP_020946189.1
XP_020946189.1;XP_020946188.1;XP_020946186.1;XP_020946190.1;XP_020946187.1	XP_020946188.1
XP_020946189.1;XP_020946188.1;XP_020946186.1;XP_020946190.1;XP_020946187.1	XP_020946186.1
XP_020946189.1;XP_020946188.1;XP_020946186.1;XP_020946190.1;XP_020946187.1	XP_020946190.1
XP_020946189.1;XP_020946188.1;XP_020946186.1;XP_020946190.1;XP_020946187.1	XP_020946187.1
XP_020946202.1	XP_020946202.1
XP_020946208.1	XP_020946208.1
XP_020946444.1;XP_020946445.1	XP_020946444.1
XP_020946444.1;XP_020946445.1	XP_020946445.1
XP_020946779.1;XP_020946782.1;XP_020946781.1;XP_020946780.1;NP_999141.1	XP_020946779.1
XP_020946779.1;XP_020946782.1;XP_020946781.1;XP_020946780.1;NP_999141.1	XP_020946782.1
XP_020946779.1;XP_020946782.1;XP_020946781.1;XP_020946780.1;NP_999141.1	XP_020946781.1
XP_020946779.1;XP_020946782.1;XP_020946781.1;XP_020946780.1;NP_999141.1	XP_020946780.1
XP_020946779.1;XP_020946782.1;XP_020946781.1;XP_020946780.1;NP_999141.1	NP_999141.1
XP_020946855.1;NP_001233150.1	XP_020946855.1
XP_020946855.1;NP_001233150.1	NP_001233150.1
XP_020946870.1;XP_020946869.1;XP_020946868.1;XP_020946867.1;XP_020946866.1;XP_020946865.1;XP_020946864.1;NP_001038015.1	XP_020946870.1
XP_020946870.1;XP_020946869.1;XP_020946868.1;XP_020946867.1;XP_020946866.1;XP_020946865.1;XP_020946864.1;NP_001038015.1	XP_020946869.1
XP_020946870.1;XP_020946869.1;XP_020946868.1;XP_020946867.1;XP_020946866.1;XP_020946865.1;XP_020946864.1;NP_001038015.1	XP_020946868.1
XP_020946870.1;XP_020946869.1;XP_020946868.1;XP_020946867.1;XP_020946866.1;XP_020946865.1;XP_020946864.1;NP_001038015.1	XP_020946867.1
XP_020946870.1;XP_020946869.1;XP_020946868.1;XP_020946867.1;XP_020946866.1;XP_020946865.1;XP_020946864.1;NP_001038015.1	XP_020946866.1
XP_020946876.1	XP_020946876.1
XP_020946892.1	XP_020946892.1
XP_020946919.1	XP_020946919.1
XP_020946968.1;XP_020946967.1;XP_020946966.1;XP_020946964.1;XP_020946963.1;XP_020946962.1;XP_020946961.1;XP_020946960.1;XP_020946959.1;XP_020946958.1;XP_020946957.1;XP_020946956.1;XP_020946955.1;XP_020946954.1;XP_020946953.1;XP_020946952.1;XP_020946951.1;XP_020946950.1;XP_020946949.1;XP_020946948.1;XP_020946947.1;XP_020946946.1;XP_020946945.1;XP_020946943.1;XP_020946942.1;XP_020946941.1;XP_020946940.1;XP_020946939.1;XP_020946938.1;XP_020946937.1;XP_020946936.1	XP_020946968.1
XP_020946968.1;XP_020946967.1;XP_020946966.1;XP_020946964.1;XP_020946963.1;XP_020946962.1;XP_020946961.1;XP_020946960.1;XP_020946959.1;XP_020946958.1;XP_020946957.1;XP_020946956.1;XP_020946955.1;XP_020946954.1;XP_020946953.1;XP_020946952.1;XP_020946951.1;XP_020946950.1;XP_020946949.1;XP_020946948.1;XP_020946947.1;XP_020946946.1;XP_020946945.1;XP_020946943.1;XP_020946942.1;XP_020946941.1;XP_020946940.1;XP_020946939.1;XP_020946938.1;XP_020946937.1;XP_020946936.1	XP_020946967.1
XP_020946968.1;XP_020946967.1;XP_020946966.1;XP_020946964.1;XP_020946963.1;XP_020946962.1;XP_020946961.1;XP_020946960.1;XP_020946959.1;XP_020946958.1;XP_020946957.1;XP_020946956.1;XP_020946955.1;XP_020946954.1;XP_020946953.1;XP_020946952.1;XP_020946951.1;XP_020946950.1;XP_020946949.1;XP_020946948.1;XP_020946947.1;XP_020946946.1;XP_020946945.1;XP_020946943.1;XP_020946942.1;XP_020946941.1;XP_020946940.1;XP_020946939.1;XP_020946938.1;XP_020946937.1;XP_020946936.1	XP_020946966.1
XP_020946968.1;XP_020946967.1;XP_020946966.1;XP_020946964.1;XP_020946963.1;XP_020946962.1;XP_020946961.1;XP_020946960.1;XP_020946959.1;XP_020946958.1;XP_020946957.1;XP_020946956.1;XP_020946955.1;XP_020946954.1;XP_020946953.1;XP_020946952.1;XP_020946951.1;XP_020946950.1;XP_020946949.1;XP_020946948.1;XP_020946947.1;XP_020946946.1;XP_020946945.1;XP_020946943.1;XP_020946942.1;XP_020946941.1;XP_020946940.1;XP_020946939.1;XP_020946938.1;XP_020946937.1;XP_020946936.1	XP_020946964.1
XP_020946968.1;XP_020946967.1;XP_020946966.1;XP_020946964.1;XP_020946963.1;XP_020946962.1;XP_020946961.1;XP_020946960.1;XP_020946959.1;XP_020946958.1;XP_020946957.1;XP_020946956.1;XP_020946955.1;XP_020946954.1;XP_020946953.1;XP_020946952.1;XP_020946951.1;XP_020946950.1;XP_020946949.1;XP_020946948.1;XP_020946947.1;XP_020946946.1;XP_020946945.1;XP_020946943.1;XP_020946942.1;XP_020946941.1;XP_020946940.1;XP_020946939.1;XP_020946938.1;XP_020946937.1;XP_020946936.1	XP_020946963.1
XP_020947061.1	XP_020947061.1
XP_020947081.1;XP_020947080.1;XP_020947079.1;XP_020947083.1;XP_020947082.1	XP_020947081.1
XP_020947081.1;XP_020947080.1;XP_020947079.1;XP_020947083.1;XP_020947082.1	XP_020947080.1
XP_020947081.1;XP_020947080.1;XP_020947079.1;XP_020947083.1;XP_020947082.1	XP_020947079.1
XP_020947081.1;XP_020947080.1;XP_020947079.1;XP_020947083.1;XP_020947082.1	XP_020947083.1
XP_020947081.1;XP_020947080.1;XP_020947079.1;XP_020947083.1;XP_020947082.1	XP_020947082.1
XP_020947120.1	XP_020947120.1
XP_020947146.1	XP_020947146.1
XP_020947160.1	XP_020947160.1
XP_020947167.1;XP_020947166.1;XP_020947165.1;XP_020947164.1	XP_020947167.1
XP_020947167.1;XP_020947166.1;XP_020947165.1;XP_020947164.1	XP_020947166.1
XP_020947167.1;XP_020947166.1;XP_020947165.1;XP_020947164.1	XP_020947165.1
XP_020947167.1;XP_020947166.1;XP_020947165.1;XP_020947164.1	XP_020947164.1
XP_020947197.1	XP_020947197.1
XP_020947354.1	XP_020947354.1
XP_020947363.1;XP_020947362.1;XP_020947361.1;XP_020947360.1;XP_020947359.1;XP_020947366.1;XP_020947365.1;XP_020947364.1;XP_013841140.1	XP_020947363.1
XP_020947363.1;XP_020947362.1;XP_020947361.1;XP_020947360.1;XP_020947359.1;XP_020947366.1;XP_020947365.1;XP_020947364.1;XP_013841140.1	XP_020947362.1
XP_020947363.1;XP_020947362.1;XP_020947361.1;XP_020947360.1;XP_020947359.1;XP_020947366.1;XP_020947365.1;XP_020947364.1;XP_013841140.1	XP_020947366.1
XP_020947363.1;XP_020947362.1;XP_020947361.1;XP_020947360.1;XP_020947359.1;XP_020947366.1;XP_020947365.1;XP_020947364.1;XP_013841140.1	XP_020947365.1
XP_020947363.1;XP_020947362.1;XP_020947361.1;XP_020947360.1;XP_020947359.1;XP_020947366.1;XP_020947365.1;XP_020947364.1;XP_013841140.1	XP_020947364.1
XP_020947456.1;XP_020947455.1;XP_020947454.1	XP_020947456.1
XP_020947456.1;XP_020947455.1;XP_020947454.1	XP_020947455.1
XP_020947456.1;XP_020947455.1;XP_020947454.1	XP_020947454.1
XP_020947485.1	XP_020947485.1
XP_020947486.1	XP_020947486.1
XP_020947526.1;XP_020947525.1	XP_020947526.1
XP_020947526.1;XP_020947525.1	XP_020947525.1
XP_020947540.1;XP_020947539.1;XP_020947538.1	XP_020947540.1
XP_020947540.1;XP_020947539.1;XP_020947538.1	XP_020947539.1
XP_020947540.1;XP_020947539.1;XP_020947538.1	XP_020947538.1
XP_020947557.1	XP_020947557.1
XP_020947606.1	XP_020947606.1
XP_020947616.1;XP_020947615.1	XP_020947616.1
XP_020947616.1;XP_020947615.1	XP_020947615.1
XP_020947629.1;XP_020947628.1	XP_020947629.1
XP_020947629.1;XP_020947628.1	XP_020947628.1
XP_020947723.1;XP_020947722.1;XP_020947721.1;XP_020947720.1;XP_020947719.1;XP_020947717.1;XP_020947716.1;XP_020947715.1	XP_020947723.1
XP_020947723.1;XP_020947722.1;XP_020947721.1;XP_020947720.1;XP_020947719.1;XP_020947717.1;XP_020947716.1;XP_020947715.1	XP_020947722.1
XP_020947723.1;XP_020947722.1;XP_020947721.1;XP_020947720.1;XP_020947719.1;XP_020947717.1;XP_020947716.1;XP_020947715.1	XP_020947721.1
XP_020947723.1;XP_020947722.1;XP_020947721.1;XP_020947720.1;XP_020947719.1;XP_020947717.1;XP_020947716.1;XP_020947715.1	XP_020947720.1
XP_020947723.1;XP_020947722.1;XP_020947721.1;XP_020947720.1;XP_020947719.1;XP_020947717.1;XP_020947716.1;XP_020947715.1	XP_020947719.1
XP_020948034.1	XP_020948034.1
XP_020948055.1;XP_020948054.1	XP_020948055.1
XP_020948055.1;XP_020948054.1	XP_020948054.1
XP_020948067.1	XP_020948067.1
XP_020948160.1	XP_020948160.1
XP_020948284.1	XP_020948284.1
XP_020948368.1;XP_020948359.1;XP_020948351.1;XP_020948344.1	XP_020948368.1
XP_020948368.1;XP_020948359.1;XP_020948351.1;XP_020948344.1	XP_020948359.1
XP_020948368.1;XP_020948359.1;XP_020948351.1;XP_020948344.1	XP_020948351.1
XP_020948368.1;XP_020948359.1;XP_020948351.1;XP_020948344.1	XP_020948344.1
XP_020948470.1	XP_020948470.1
XP_020948471.1	XP_020948471.1
XP_020948473.1	XP_020948473.1
XP_020948643.1	XP_020948643.1
XP_020948755.1	XP_020948755.1
XP_020948951.1;XP_020948944.1	XP_020948951.1
XP_020948951.1;XP_020948944.1	XP_020948944.1
XP_020949000.1;NP_001231011.1	XP_020949000.1
XP_020949000.1;NP_001231011.1	NP_001231011.1
XP_020949081.1;XP_020949080.1;NP_001230546.1;XP_020949083.1;XP_020949082.1	XP_020949081.1
XP_020949081.1;XP_020949080.1;NP_001230546.1;XP_020949083.1;XP_020949082.1	XP_020949080.1
XP_020949081.1;XP_020949080.1;NP_001230546.1;XP_020949083.1;XP_020949082.1	NP_001230546.1
XP_020949081.1;XP_020949080.1;NP_001230546.1;XP_020949083.1;XP_020949082.1	XP_020949083.1
XP_020949081.1;XP_020949080.1;NP_001230546.1;XP_020949083.1;XP_020949082.1	XP_020949082.1
XP_020949157.1;XP_020949156.1;XP_020949154.1;NP_999055.1;XP_020949153.1	XP_020949157.1
XP_020949157.1;XP_020949156.1;XP_020949154.1;NP_999055.1;XP_020949153.1	XP_020949156.1
XP_020949157.1;XP_020949156.1;XP_020949154.1;NP_999055.1;XP_020949153.1	XP_020949154.1
XP_020949157.1;XP_020949156.1;XP_020949154.1;NP_999055.1;XP_020949153.1	NP_999055.1
XP_020949157.1;XP_020949156.1;XP_020949154.1;NP_999055.1;XP_020949153.1	XP_020949153.1
XP_020949202.1;XP_020949201.1;XP_020949200.1	XP_020949202.1
XP_020949202.1;XP_020949201.1;XP_020949200.1	XP_020949201.1
XP_020949202.1;XP_020949201.1;XP_020949200.1	XP_020949200.1
XP_020949216.1;XP_020949221.1;XP_020949219.1;XP_020949218.1;XP_020949217.1;XP_020949222.1	XP_020949221.1
XP_020949216.1;XP_020949221.1;XP_020949219.1;XP_020949218.1;XP_020949217.1;XP_020949222.1	XP_020949219.1
XP_020949216.1;XP_020949221.1;XP_020949219.1;XP_020949218.1;XP_020949217.1;XP_020949222.1	XP_020949218.1
XP_020949216.1;XP_020949221.1;XP_020949219.1;XP_020949218.1;XP_020949217.1;XP_020949222.1	XP_020949217.1
XP_020949216.1;XP_020949221.1;XP_020949219.1;XP_020949218.1;XP_020949217.1;XP_020949222.1	XP_020949222.1
XP_020949232.1;XP_020949230.1	XP_020949232.1
XP_020949232.1;XP_020949230.1	XP_020949230.1
XP_020949233.1;XP_013844056.1;XP_013844055.1;NP_999480.2;XP_013844054.2	XP_020949233.1
XP_020949233.1;XP_013844056.1;XP_013844055.1;NP_999480.2;XP_013844054.2	XP_013844056.1
XP_020949233.1;XP_013844056.1;XP_013844055.1;NP_999480.2;XP_013844054.2	XP_013844055.1
XP_020949233.1;XP_013844056.1;XP_013844055.1;NP_999480.2;XP_013844054.2	NP_999480.2
XP_020949233.1;XP_013844056.1;XP_013844055.1;NP_999480.2;XP_013844054.2	XP_013844054.2
XP_020949365.1;XP_020949364.1	XP_020949365.1
XP_020949365.1;XP_020949364.1	XP_020949364.1
